# NEA PSCompPars snapshot, regenerated 2026-05-13 00:30 UTC
# Source: NASA Exoplanet Archive Composite Parameters (DOI: 10.26133/NEA13)
# Count: 6286 planets
# Columns: pl_name | hostname | st_teff | st_logg | st_met (tab-separated)
# Used by sco-ldc as a fallback when the live NEA fetch fails.
K2-113 b	K2-113	5660.0	4.27	0.27
K2-114 b	K2-114	4899.0	4.534	0.42
K2-115 b	K2-115	5870.0	4.538	-0.198
K2-116 b	K2-116	4348.35	4.64	0.01
K2-117 b	K2-117	3778.0	4.75	-0.05
K2-117 c	K2-117	3778.0	4.75	-0.05
K2-118 b	K2-118	4726.29	4.53371	0.129
K2-119 b	K2-119	4740.0	4.62	-0.05
K2-12 b	K2-12	5672.0	4.3	0.0
K2-121 b	K2-121	4526.0	4.63	0.04
K2-122 b	K2-122	4009.0	4.69	0.32
K2-123 b	K2-123	4035.0	4.69	0.03
K2-124 b	K2-124	3570.0	4.858	0.023
K2-125 b	K2-125	3654.47	4.83016	
K2-126 b	K2-126	4339.0	4.66	0.02
K2-127 b	K2-127	4575.0	4.65	-0.11
K2-128 b	K2-128	4469.51	4.7	-0.26
K2-129 b	K2-129	3459.09	4.86815	
K2-13 b	K2-13	5698.0	4.33	-0.54
K2-130 b	K2-130	4356.47	4.62	-0.24
K2-131 b	K2-131	5120.0	4.61	-0.04
K2-132 b	K2-132	4840.0	3.297	-0.01
K2-133 b	K2-133	3655.0	4.77	
K2-133 c	K2-133	3655.0	4.77	
K2-133 d	K2-133	3655.0	4.77	
K2-133 e	K2-133	3655.0	4.77	
K2-136 b	K2-136	4500.0	4.68	-0.02
K2-136 c	K2-136	4500.0	4.68	-0.02
K2-136 d	K2-136	4500.0	4.68	-0.02
K2-137 b	K2-137	3697.0	5.0	-0.059
K2-138 b	K2-138	5356.3	4.54	0.14
K2-138 c	K2-138	5356.3	4.54	0.14
K2-138 d	K2-138	5356.3	4.54	0.14
K2-138 e	K2-138	5356.3	4.54	0.14
K2-138 f	K2-138	5356.3	4.54	0.14
K2-138 g	K2-138	5356.3	4.54	0.14
K2-139 b	K2-139	5370.0	4.54	0.24
K2-14 b	K2-14	3789.0	4.891	-0.37
K2-140 b	K2-140	5585.0	4.4	0.1
K2-141 b	K2-141	4570.0	4.62	0.0
K2-141 c	K2-141	4570.0	4.62	0.0
K2-146 b	K2-146	3385.0	4.8983	-0.02
K2-146 c	K2-146	3385.0	4.8983	-0.02
K2-147 b	K2-147	3690.0	4.665	-0.02
K2-148 b	K2-148	4079.0	4.653	-0.11
K2-148 c	K2-148	4079.0	4.653	-0.11
K2-148 d	K2-148	4079.0	4.653	-0.11
K2-149 b	K2-149	3745.0	4.707	0.11
K2-15 b	K2-15	5131.0	4.571	-0.46
K2-150 b	K2-150	3499.0	4.822	0.09
K2-151 b	K2-151	3695.0	4.8	-0.19
K2-152 b	K2-152	4044.0	4.67	0.12
K2-153 b	K2-153	3845.0	4.73	-0.09
K2-154 b	K2-154	4097.0	4.65	0.21
K2-154 c	K2-154	4097.0	4.65	0.21
K2-155 b	K2-155	4258.0	4.6	-0.3
K2-155 c	K2-155	4258.0	4.6	-0.3
K2-155 d	K2-155	4258.0	4.6	-0.3
K2-156 b	K2-156	4460.0	4.7	-0.33
K2-157 b	K2-157	5334.0	4.45	0.02
K2-157 c	K2-157	5334.0	4.45	0.02
K2-157 d	K2-157	5334.0	4.45	0.02
K2-158 b	K2-158	5503.0	4.45	0.07
K2-158 c	K2-158	5503.0	4.45	0.07
K2-159 b	K2-159	5425.0	4.56	-0.07
K2-16 b	K2-16	4742.0	4.51	-0.33
K2-16 c	K2-16	4742.0	4.51	-0.33
K2-160 b	K2-160	5649.0	4.61	0.07
K2-161 b	K2-161	4972.0	3.63	-0.03
K2-162 b	K2-162	4842.0	4.63	-0.17
K2-163 b	K2-163	4937.0	4.71	0.14
K2-164 b	K2-164	5791.0	3.81	-0.23
K2-165 b	K2-165	5185.0	4.46	-0.05
K2-165 c	K2-165	5185.0	4.46	-0.05
K2-165 d	K2-165	5185.0	4.46	-0.05
K2-166 b	K2-166	5960.0	4.09	0.09
K2-167 b	K2-167	6310.0	4.122	-0.456
K2-168 b	K2-168	5502.7	4.46	-0.13
K2-169 b	K2-169	5548.0	4.56	0.26
K2-17 b	K2-17	4320.0	4.798	0.15
K2-170 b	K2-170	5748.0	4.34	-0.11
K2-170 c	K2-170	5748.0	4.34	-0.11
K2-171 b	K2-171	5250.0	3.95	-0.09
K2-172 b	K2-172	5569.0	4.61	-0.06
K2-172 c	K2-172	5569.0	4.61	-0.06
K2-173 b	K2-173	5580.0	4.52	-0.25
K2-174 b	K2-174	4455.0	4.625	0.113
K2-175 b	K2-175	5909.0	4.11	0.05
K2-176 b	K2-176	5428.0	4.63	0.15
K2-177 b	K2-177	6063.0	4.38	0.41
K2-178 b	K2-178	5525.0	4.55	0.09
K2-179 b	K2-179	5015.0	4.63	0.03
K2-18 b	K2-18	3457.0	4.7864	0.12
K2-18 c	K2-18	3457.0	4.7864	0.09
K2-180 b	K2-180	5365.0	4.591	-0.578
K2-181 b	K2-181	5528.0	4.35	0.18
K2-182 b	K2-182	5128.0	4.56	0.022
K2-183 b	K2-183	5482.0	4.6	0.09
K2-183 c	K2-183	5482.0	4.6	0.09
K2-183 d	K2-183	5482.0	4.6	0.09
K2-184 b	K2-184	5245.0	4.62	-0.1
K2-185 b	K2-185	5788.0	4.48	-0.1
K2-185 c	K2-185	5788.0	4.48	-0.1
K2-186 b	K2-186	5784.0	4.45	0.06
K2-187 b	K2-187	5438.0	4.6	0.0
K2-187 c	K2-187	5438.0	4.6	0.0
K2-187 d	K2-187	5438.0	4.6	0.0
K2-187 e	K2-187	5438.0	4.6	0.0
K2-188 b	K2-188	5977.0	4.31	-0.01
K2-188 c	K2-188	5977.0	4.31	-0.01
K2-189 b	K2-189	5442.0	4.51	-0.1
K2-189 c	K2-189	5442.0	4.51	-0.1
K2-19 b	K2-19	5322.0	4.51	0.06
K2-19 c	K2-19	5322.0	4.51	0.06
K2-19 d	K2-19	5350.0	4.556	0.03
K2-190 b	K2-190	5631.0	4.38	-0.19
K2-190 c	K2-190	5631.0	4.38	-0.19
K2-191 b	K2-191	5176.0	4.57	0.31
K2-192 b	K2-192	5222.0	4.57	0.15
K2-193 b	K2-193	5817.0	4.46	0.0
K2-194 b	K2-194	5979.0	4.21	0.1
K2-195 b	K2-195	5713.0	4.42	-0.1
K2-195 c	K2-195	5712.0	4.55	-0.09
K2-196 b	K2-196	6045.0	4.08	0.01
K2-197 b	K2-197	5667.0	4.5	0.08
K2-198 b	K2-198	5212.9	4.5962	0.094
K2-198 c	K2-198	5212.9	4.5962	0.094
K2-198 d	K2-198	5212.9	4.5962	0.094
K2-199 b	K2-199	4491.0	4.64	-0.01
K2-199 c	K2-199	4491.0	4.64	-0.01
K2-200 b	K2-200	5233.0	4.71	-0.04
K2-201 b	K2-201	5507.0	4.68	0.13
K2-201 c	K2-201	5507.0	4.68	0.13
K2-2016-BLG-0005L b	K2-2016-BLG-0005L			
K2-202 b	K2-202	5491.0	4.55	0.27
K2-203 b	K2-203	5026.0	4.57	-0.021
K2-204 b	K2-204	5783.0	4.273	0.21
K2-205 b	K2-205	5890.0	4.25	-0.26
K2-206 b	K2-206	5043.0	4.46	-0.14
K2-207 b	K2-207	5522.0	4.41	0.11
K2-208 b	K2-208	5500.0	4.503	-0.064
K2-209 b	K2-209	4720.0	4.46	-0.06
K2-21 b	K2-21	4222.06	4.828	-0.11
K2-21 c	K2-21	4222.06	4.828	-0.11
K2-210 b	K2-210	5500.0	4.6	0.0
K2-211 b	K2-211	5117.0	4.543	0.134
K2-212 b	K2-212	4349.0	4.72	0.03
K2-213 b	K2-213	5794.0	4.25	0.25
K2-214 b	K2-214	5875.0	4.28	0.04
K2-215 b	K2-215	5704.0	4.41	0.11
K2-216 b	K2-216	4503.0	4.57	0.0
K2-217 b	K2-217	5967.0	4.17	0.04
K2-218 b	K2-218	5757.0	4.45	0.25
K2-219 b	K2-219	5753.0	4.23	0.13
K2-219 c	K2-219	5753.0	4.23	0.13
K2-219 d	K2-219	5753.0	4.23	0.13
K2-22 b	K2-22	3879.0	4.7	0.032
K2-220 b	K2-220	5612.0	4.45	-0.05
K2-221 b	K2-221	5716.0	4.57	0.13
K2-222 b	K2-222	5942.0	4.35	-0.315
K2-223 b	K2-223	5859.0	4.5	0.19
K2-223 c	K2-223	5859.0	4.5	0.19
K2-224 b	K2-224	5620.0	4.55	-0.19
K2-224 c	K2-224	5620.0	4.55	-0.19
K2-225 b	K2-225	5520.0	4.148	0.486
K2-226 b	K2-226	5288.0	4.473	-0.05
K2-227 b	K2-227	5673.0	4.58	-0.1
K2-228 b	K2-228	4715.0	4.66	-0.25
K2-229 b	K2-229	5315.0	4.6	-0.09
K2-229 c	K2-229	5315.0	4.59	-0.09
K2-230 b	K2-230	5945.0	4.2	0.1
K2-231 b	K2-231	5695.0	4.48	0.14
K2-232 b	K2-232	6154.0	4.379	0.1
K2-233 b	K2-233	4796.0	4.53	-0.082
K2-233 c	K2-233	4796.0	4.53	-0.082
K2-233 d	K2-233	4796.0	4.53	-0.082
K2-237 b	K2-237	6180.0	4.353	0.337
K2-238 b	K2-238	5630.0	4.11	0.34
K2-239 b	K2-239	3420.0	4.9	-0.1
K2-239 c	K2-239	3420.0	4.9	-0.1
K2-239 d	K2-239	3420.0	4.9	-0.1
K2-24 b	K2-24	5625.0	4.29	0.34
K2-24 c	K2-24	5625.0	4.29	0.34
K2-240 b	K2-240	3810.0	4.7	-0.1
K2-240 c	K2-240	3810.0	4.7	-0.1
K2-241 b	K2-241	5262.0	4.54	-0.44
K2-242 b	K2-242	3459.0	4.89	-0.01
K2-243 b	K2-243	6570.0	4.26	-0.03
K2-243 c	K2-243	6570.0	4.26	-0.03
K2-244 b	K2-244	5677.0	4.44	-0.29
K2-245 b	K2-245	5793.0	4.16	-0.45
K2-246 b	K2-246	5610.0	4.43	-0.19
K2-247 b	K2-247	4667.0	4.63	-0.08
K2-247 c	K2-247	4667.0	4.63	-0.08
K2-248 b	K2-248	5528.0	4.45	-0.1
K2-249 b	K2-249	6504.0	4.16	0.04
K2-25 b	K2-25	3207.0	4.944	0.15
K2-250 b	K2-250	5003.0	4.544	-0.02
K2-251 b	K2-251	3717.0	4.76	-0.04
K2-252 b	K2-252	5152.0	4.5	-0.09
K2-253 b	K2-253	6027.0	4.39	0.0
K2-254 b	K2-254	4629.0	4.64	-0.14
K2-254 c	K2-254	4629.0	4.64	-0.14
K2-255 b	K2-255	4676.0	4.62	-0.14
K2-257 b	K2-257	3725.0	4.76	-0.03
K2-258 b	K2-258	6351.0	4.29	0.01
K2-259 b	K2-259	6059.0	4.39	0.16
K2-26 b	K2-26	3785.0	4.72407	-0.13
K2-260 b	K2-260	6860.0	4.161	0.334
K2-261 b	K2-261	5490.0	4.04	0.372
K2-263 b	K2-263	5368.0	4.51	-0.08
K2-264 b	K2-264	3660.0	4.783	-0.013
K2-264 c	K2-264	3660.0	4.783	-0.013
K2-265 b	K2-265	5420.0	4.465	0.033
K2-266 b	K2-266	4285.0	4.581	-0.12
K2-266 c	K2-266	4285.0	4.581	-0.12
K2-266 d	K2-266	4285.0	4.581	-0.12
K2-266 e	K2-266	4285.0	4.581	-0.12
K2-268 b	K2-268	5106.0	4.58	0.03
K2-268 c	K2-268	5106.0	4.58	0.03
K2-268 d	K2-268	5106.0	4.58	0.03
K2-268 e	K2-268	5106.0	4.58	0.03
K2-268 f	K2-268	5106.0	4.58	0.03
K2-269 b	K2-269	6209.0	4.18	-0.08
K2-27 b	K2-27	5246.0	4.48	0.12
K2-270 b	K2-270	4877.0	4.59	0.26
K2-270 c	K2-270	4877.0	4.59	0.26
K2-271 b	K2-271	5644.0	4.37	-0.3
K2-272 b	K2-272	5397.0	4.53	-0.09
K2-273 b	K2-273	5161.0	4.53	0.2
K2-274 b	K2-274	5044.0	4.64	-0.16
K2-275 b	K2-275	4841.0	4.65	-0.06
K2-275 c	K2-275	4841.0	4.65	-0.06
K2-276 b	K2-276	5139.0	4.49	0.07
K2-277 b	K2-277	5680.0	4.452	0.078
K2-278 b	K2-278	6747.0	4.17	0.0
K2-279 b	K2-279	5558.0	4.46	-0.37
K2-28 b	K2-28	3214.0	4.93	0.26
K2-280 b	K2-280	5500.0	4.21	0.33
K2-281 b	K2-281	4812.0	4.59	0.22
K2-282 b	K2-282	5499.0	4.5	-0.23
K2-283 b	K2-283	5060.0	4.56	0.28
K2-284 b	K2-284	4140.0	4.67	0.0
K2-285 b	K2-285	4975.0	4.4	0.0
K2-285 c	K2-285	4975.0	4.4	0.0
K2-285 d	K2-285	4975.0	4.4	0.0
K2-285 e	K2-285	4975.0	4.4	0.0
K2-286 b	K2-286	3926.0	4.7	0.0
K2-287 b	K2-287	5695.0	4.398	0.2
K2-288 B b	K2-288 B	3341.0	4.96	-0.21
K2-289 b	K2-289	5529.0	4.393	0.162
K2-29 b	K2-29	5358.0	4.54	0.16
K2-290 b	K2-290	6302.0	4.23	-0.06
K2-290 c	K2-290	6302.0	4.23	-0.06
K2-291 b	K2-291	5520.0	4.5	0.08
K2-292 b	K2-292	5725.0	4.33	0.07
K2-293 b	K2-293	5532.0	4.52	0.218
K2-294 b	K2-294	5612.0	4.2	0.194
K2-295 b	K2-295	4444.0	4.63	0.14
K2-3 b	K2-3	3844.0	4.704	-0.157
K2-3 c	K2-3	3844.0	4.704	-0.157
K2-3 d	K2-3	3844.0	4.704	-0.157
K2-30 b	K2-30	5425.0	4.54	-0.15
K2-308 b	K2-308	6100.0	3.94	-0.1
K2-31 b	K2-31	5280.0	4.6	0.08
K2-312 c	HD 80653	5959.0	4.34	0.255
K2-315 b	K2-315	3300.0	5.094	-0.24
K2-316 b	K2-316	3436.0	4.891	
K2-316 c	K2-316	3436.0	4.891	
K2-317 b	K2-317	3387.0	4.885	
K2-318 b	K2-318	3851.0	4.701	
K2-319 b	K2-319	5440.0	4.512	
K2-32 b	K2-32	5271.0	4.49	-0.06
K2-32 c	K2-32	5271.0	4.49	-0.06
K2-32 d	K2-32	5271.0	4.49	-0.06
K2-32 e	K2-32	5271.0	4.49	-0.06
K2-320 b	K2-320	3157.0	4.55	
K2-321 b	K2-321	3750.0	4.65	0.148
K2-322 b	K2-322	4141.0	4.677	
K2-323 b	K2-323	3710.0	4.63	
K2-324 b	K2-324	3752.0	4.743	
K2-325 b	K2-325	3287.0	4.84	
K2-326 b	K2-326	3924.0	4.462	
K2-329 b	K2-329	5282.0	4.566	0.098
K2-33 b	K2-33	3540.0	4.06317	
K2-330 b	K2-330	6232.0	4.18	-0.03
K2-331 b	K2-331	5994.0	4.43	0.08
K2-331 c	K2-331	5994.0	4.43	0.08
K2-332 b	K2-332	3315.0	4.97	0.09
K2-333 b	K2-333	5880.0	4.29	0.07
K2-334 b	K2-334	6502.0	4.22	0.17
K2-335 b	K2-335	6222.0	4.28	0.1
K2-336 b	K2-336	5424.0	4.56	-0.17
K2-337 b	K2-337	5869.0	4.17	-0.27
K2-338 b	K2-338	4558.0	4.65	-0.23
K2-339 b	K2-339	4857.0	4.59	-0.11
K2-34 b	K2-34	6168.0	4.2	0.01
K2-340 b	K2-340	5532.0	4.3	0.08
K2-341 b	K2-341	5817.0	4.3	-0.05
K2-342 b	K2-342	5920.0	4.36	-0.06
K2-343 b	K2-343	3804.0	4.8	-0.1
K2-343 c	K2-343	3804.0	4.8	-0.1
K2-344 b	K2-344	4374.0	4.76	-0.95
K2-345 b	K2-345	3779.0	4.74	0.26
K2-346 b	K2-346	4801.0	4.6	-0.18
K2-347 b	K2-347	4599.0	4.65	-0.26
K2-348 b	K2-348	5077.0	4.5	0.13
K2-348 c	K2-348	5077.0	4.5	0.13
K2-349 b	K2-349	4385.0	4.78	-0.66
K2-35 b	K2-35	4402.71	4.697	0.04
K2-35 c	K2-35	4402.71	4.697	0.04
K2-350 b	K2-350	5789.0	4.39	-0.02
K2-350 c	K2-350	5789.0	4.39	-0.02
K2-351 b	K2-351	5769.0	4.4	0.08
K2-352 b	K2-352	5791.0	4.47	-0.05
K2-352 c	K2-352	5791.0	4.47	-0.05
K2-352 d	K2-352	5791.0	4.47	-0.05
K2-353 b	K2-353	5698.0	4.38	-0.21
K2-354 b	K2-354	3669.0	4.86	-0.04
K2-355 b	K2-355	5790.0	4.49	-0.12
K2-356 b	K2-356	5568.0	4.52	-0.11
K2-357 b	K2-357	5794.0	4.43	-0.02
K2-358 b	K2-358	5650.0	4.49	-0.07
K2-36 b	K2-36	4916.0	4.621	-0.047
K2-36 c	K2-36	4916.0	4.621	-0.047
K2-360 c	EPIC 201595106	5679.0	4.435	0.01
K2-365 b	K2-365	5561.0	4.313	-0.021
K2-366 b	K2-366	5601.0	4.406	-0.216
K2-367 b	K2-367	4348.0	4.726	-0.351
K2-368 b	K2-368	4663.0	4.667	-0.25
K2-368 c	K2-368	4663.0	4.667	-0.25
K2-368 d	K2-368	4663.0	4.667	-0.25
K2-369 b	K2-369	5682.0	4.418	-0.234
K2-37 b	K2-37	5352.0	4.53	-0.08
K2-37 c	K2-37	5352.0	4.53	-0.08
K2-37 d	K2-37	5352.0	4.53	-0.08
K2-370 b	K2-370	5377.0	4.454	0.018
K2-371 b	K2-371	4925.0	4.683	-0.107
K2-372 b	K2-372	5479.0	4.437	-0.064
K2-373 b	K2-373	6138.0	4.156	0.049
K2-374 b	K2-374	5789.0	4.386	-0.292
K2-374 c	K2-374	5789.0	4.386	-0.292
K2-375 b	K2-375	5822.0	4.107	-0.091
K2-376 b	K2-376	5937.0	4.275	-0.176
K2-377 b	K2-377	4200.0	4.673	-0.008
K2-378 b	K2-378	4823.0	4.674	-0.206
K2-379 b	K2-379	4603.0	4.615	-0.045
K2-38 b	K2-38	5731.0	4.38	0.26
K2-38 c	K2-38	5731.0	4.38	0.26
K2-380 b	K2-380	5911.0	4.194	-0.049
K2-381 b	K2-381	4473.0	4.653	-0.244
K2-381 c	K2-381	4473.0	4.653	-0.244
K2-381 d	K2-381	4473.0	4.653	-0.244
K2-382 b	K2-382	5452.0	4.585	-0.027
K2-383 b	K2-383	5129.0	4.655	0.187
K2-384 b	K2-384	3623.0	4.874	0.068
K2-384 c	K2-384	3623.0	4.874	0.068
K2-384 d	K2-384	3623.0	4.874	0.068
K2-384 e	K2-384	3623.0	4.874	0.068
K2-384 f	K2-384	3623.0	4.874	0.068
K2-385 b	K2-385	4844.0	4.64	-0.224
K2-386 b	K2-386	5749.0	4.424	0.074
K2-387 b	K2-387	3572.0	4.66	0.126
K2-388 b	K2-388	5310.0	4.42	0.24
K2-389 b	K2-389	5773.0	4.31	0.038
K2-389 c	K2-389	5782.0	4.273	-0.034
K2-39 b	K2-39	4881.0	3.44	0.32
K2-390 b	K2-390	5558.0	4.368	-0.116
K2-391 b	K2-391	5543.0	4.973	-0.543
K2-392 b	K2-392	5726.0	4.314	-0.238
K2-393 b	K2-393	5678.0	4.321	0.076
K2-394 b	K2-394	4938.0	4.515	-0.388
K2-395 b	K2-395	5007.0	4.628	-0.033
K2-395 c	K2-395	5007.0	4.628	-0.033
K2-396 b	K2-396	5236.0	4.488	0.237
K2-396 c	K2-396	5236.0	4.488	0.237
K2-397 b	K2-397	5387.0	4.435	0.11
K2-398 b	K2-398	5946.0	4.227	-0.257
K2-398 c	K2-398	5946.0	4.227	-0.257
K2-4 b	K2-4	4014.73	4.849	-0.12
K2-400 b	K2-400	3578.0	4.847	-0.051
K2-401 b	K2-401	4213.0	4.719	-0.098
K2-402 b	K2-402	5716.0	4.197	-0.378
K2-403 b	K2-403	5511.0	4.439	-0.162
K2-404 b	K2-404	3748.0	4.695	0.005
K2-405 b	K2-405	4927.0	4.685	0.132
K2-406 b	K2-406	5784.0	4.374	-0.038
K2-407 b	K2-407	5563.0	4.45	0.014
K2-407 c	K2-407	5563.0	4.45	0.014
K2-408 b	K2-408	5335.0	4.559	-0.171
K2-409 b	K2-409	5742.0	4.204	-0.036
K2-411 b	K2-411	5711.0	4.1693	0.1415
K2-412 b	K2-412	5590.0	4.412	0.014
K2-413 b	K2-413	4116.0	4.656	-0.205
K2-413 c	K2-413	4116.0	4.656	-0.205
K2-414 b	K2-414	4343.0	4.621	-0.102
K2-414 c	K2-414	4343.0	4.621	-0.102
K2-415 b	K2-415	3173.0	5.066	-0.13
K2-416 b	K2-416	3746.0	4.691	
K2-417 b	K2-417	3861.0	4.67	
K2-419 A b	K2-419 A	3711.0	4.74	-0.11
K2-42 b	K2-42	4613.0	4.659	
K2-43 b	K2-43	3840.6	4.68275	
K2-43 c	K2-43	3840.6	4.68275	
K2-44 b	K2-44	5912.0	4.101	0.0
K2-45 b	K2-45	4103.0	4.824	
K2-46 b	K2-46	6256.0	4.198	-0.32
K2-47 b	K2-47	5054.0	4.544	-0.224
K2-48 b	K2-48	4899.0	4.603	-0.19
K2-49 b	K2-49	4175.0	4.81	
K2-5 b	K2-5	3930.0	4.71	-0.33
K2-5 c	K2-5	3930.0	4.71	-0.33
K2-50 b	K2-50	4326.0	4.742	-0.1132
K2-52 b	K2-52	7147.0	3.979	0.055
K2-53 b	K2-53	5263.0	4.555	-0.037
K2-54 b	K2-54	3990.0	4.61	-0.02
K2-55 b	K2-55	4300.0	4.566	0.376
K2-57 b	K2-57	4413.0	4.629	0.08
K2-58 b	K2-58	5413.0	4.522	0.11
K2-58 c	K2-58	5413.0	4.522	0.11
K2-58 d	K2-58	5413.0	4.522	0.11
K2-59 b	K2-59	5055.0	4.592	
K2-59 c	K2-59	5055.0	4.592	
K2-6 b	K2-6	5850.0	4.398	-0.14
K2-60 b	K2-60	5500.0	4.07	0.01
K2-61 b	K2-61	5748.0	4.38	0.03
K2-62 b	K2-62	4455.0	4.57	-0.1
K2-62 c	K2-62	4455.0	4.57	-0.1
K2-63 b	K2-63	6771.0	4.15	
K2-63 c	K2-63	6771.0	4.15	
K2-64 b	K2-64	5312.0	4.576	
K2-65 b	K2-65	5213.0	4.533	-0.34
K2-66 b	K2-66	5887.0	4.03	-0.047
K2-68 b	K2-68	4746.0	4.632	-0.21
K2-69 b	K2-69	4127.0	4.786	
K2-7 b	K2-7	5700.0	4.092	0.049
K2-70 b	K2-70	5622.0	4.478	0.06
K2-71 b	K2-71	4006.0	4.852	
K2-72 b	K2-72	3360.47	5.048	
K2-72 c	K2-72	3360.47	5.048	
K2-72 d	K2-72	3360.47	5.048	
K2-72 e	K2-72	3360.47	5.048	
K2-73 b	K2-73	5867.0	4.39	0.04
K2-73 c	K2-73	5867.0	4.39	0.04
K2-74 b	K2-74	6060.0	4.444	-0.21
K2-75 b	K2-75	5995.0	4.118	0.3
K2-75 c	K2-75	5995.0	4.118	0.3
K2-77 b	K2-77	5160.0	4.569	0.13
K2-79 b	K2-79	5897.0	4.26	0.035
K2-8 b	K2-8	4870.0	4.52	-0.02
K2-8 c	K2-8	4870.0	4.52	-0.02
K2-80 b	K2-80	5441.0	4.519	0.07
K2-80 c	K2-80	5441.0	4.519	0.07
K2-80 d	K2-80	5377.0	4.65	0.07
K2-81 b	K2-81	4674.13	4.668	
K2-83 b	K2-83	3910.0	4.863	
K2-83 c	K2-83	3910.0	4.863	
K2-84 b	K2-84	5652.0	4.481	0.278
K2-84 c	K2-84	5652.0	4.481	0.278
K2-85 b	K2-85	4232.0	4.44	0.14
K2-86 b	K2-86	5482.0	4.579	-0.35
K2-87 b	K2-87	5747.0	4.208	0.328
K2-88 b	K2-88	3537.0	5.022	
K2-89 b	K2-89	3691.0	4.965	
K2-9 b	K2-9	3390.0	4.816	-0.25
K2-90 b	K2-90	4484.0	4.653	-0.225
K2-90 c	K2-90	4421.98	4.653	-0.225
K2-91 b	K2-91	3622.0	5.0	
K2-95 b	K2-95	3566.0	4.85	0.1
K2-97 b	K2-97	4673.0	3.276	0.328
K2-98 b	K2-98	6260.0	4.169	-0.044
K2-99 b	K2-99	6069.0	3.783	0.2
K2-99 c	K2-99	6069.0	3.783	0.2
KELT-1 b	KELT-1	6516.0	4.228	0.052
KELT-10 b	KELT-10	5948.0	4.319	0.09
KELT-11 b	KELT-11	5375.0	3.7	0.17
KELT-12 b	KELT-12	6279.0	3.889	0.19
KELT-14 b	KELT-14	5720.0	4.166	0.32
KELT-15 b	KELT-15	6003.0	4.17	0.05
KELT-16 b	KELT-16	6236.0	4.253	-0.002
KELT-17 b	KELT-17	7454.0	4.22	-0.018
KELT-18 b	KELT-18	6670.0	4.0599	0.09
KELT-19 A b	KELT-19 A	7500.0	4.127	-0.12
KELT-2 A b	KELT-2 A	6327.0	4.5	0.0
KELT-20 b	KELT-20	8720.0	4.29	-0.29
KELT-21 b	KELT-21	7598.0	4.173	-0.405
KELT-23 A b	KELT-23 A	5899.0	4.417	-0.105
KELT-24 b	KELT-24	6426.0	4.287	0.138
KELT-3 b	KELT-3	6304.0	4.2	0.05
KELT-4 A b	KELT-4 A	6206.0	4.108	-0.116
KELT-6 b	KELT-6	6102.0	4.07	-0.28
KELT-6 c	KELT-6	6272.0	4.12	-0.27
KELT-7 b	KELT-7	6768.0	4.5	0.0
KELT-8 b	KELT-8	5754.0	4.08	0.27
KELT-9 b	KELT-9	10170.0	4.093	-0.03
KIC 10001893 b	KIC 10001893	27500.0	5.35	-0.093
KIC 10001893 c	KIC 10001893	27500.0	5.35	-0.093
KIC 10001893 d	KIC 10001893	27500.0	5.35	-0.093
KIC 10068024 b	KIC 10068024	6118.4	4.092	0.01
KIC 10525077 b	KIC 10525077	6091.0	4.42	-0.04
KIC 3526061 b	KIC 3526061	4829.0	3.09	0.12
KIC 3558849 b	KIC 3558849	6175.0	4.44	-0.42
KIC 5437945 b	KIC 5437945	6340.0	4.16	-0.38
KIC 5479689 b	KIC 5479689	5459.1	4.52	0.161
KIC 7917485 b	KIC 7917485	7067.0	4.0	-0.02
KIC 8121913 b	KIC 8121913	5975.3	3.896	0.252
KIC 8540376 b	KOI-7892	6474.0	4.31	-0.16
KIC 8540376 c	KOI-7892	6474.0	4.31	-0.16
KIC 9663113 b	KIC 9663113	6065.0	4.42	-0.28
KMT-2016-BLG-0212L b	KMT-2016-BLG-0212L			
KMT-2016-BLG-1105L b	KMT-2016-BLG-1105L			
KMT-2016-BLG-1107L b	KMT-2016-BLG-1107L			
KMT-2016-BLG-1337L b	KMT-2016-BLG-1337L			
KMT-2016-BLG-1397L b	KMT-2016-BLG-1397L			
KMT-2016-BLG-1820L b	KMT-2016-BLG-1820L			
KMT-2016-BLG-1836L b	KMT-2016-BLG-1836L			
KMT-2016-BLG-2142L b	KMT-2016-BLG-2142L			
KMT-2016-BLG-2321L b	KMT-2016-BLG-2321L			
KMT-2016-BLG-2364L b	KMT-2016-BLG-2364L			
KMT-2016-BLG-2397L b	KMT-2016-BLG-2397L			
KMT-2016-BLG-2605L b	KMT-2016-BLG-2605L			
KMT-2017-BLG-0165L b	KMT-2017-BLG-0165L			
KMT-2017-BLG-0428L b	KMT-2017-BLG-0428L			
KMT-2017-BLG-0673L b	KMT-2017-BLG-0673L			
KMT-2017-BLG-0849L b	KMT-2017-BLG-0849L			
KMT-2017-BLG-1003L b	KMT-2017-BLG-1003L			
KMT-2017-BLG-1038L b	KMT-2017-BLG-1038L			
KMT-2017-BLG-1057L b	KMT-2017-BLG-1057L			
KMT-2017-BLG-1146L b	KMT-2017-BLG-1146L			
KMT-2017-BLG-1194L b	KMT-2017-BLG-1194L			
KMT-2017-BLG-2197L b	KMT-2017-BLG-2197L			
KMT-2017-BLG-2331L b	KMT-2017-BLG-2331L			
KMT-2017-BLG-2509L b	KMT-2017-BLG-2509L			
KMT-2018-BLG-0029L b	KMT-2018-BLG-0029L			
KMT-2018-BLG-0030L b	KMT-2018-BLG-0030L			
